No,データパターン,データタイプ,得意先正式名称,ふりがな,呼称,締日,締日From,締日To,納品書印刷,入金種別,得意先区分,請求日,売上計上日,報告書No,報告書枝From,報告書枝To,担当者,研究所,部門,摘要,品名,税区分,単位,数量,単価,税抜金額,消費税,税込額,メモ
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120510,20120510,,,,好川嘉昭,大阪研究所,食品,商品試験,天祥うどん,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120515,20120515,,,,好川嘉昭,大阪研究所,食品,商品試験,ショコラネット　,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120604,20120604,,,,好川嘉昭,大阪研究所,食品,商品試験,黒川醤油　だし醤油,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120714,20120714,,,,好川嘉昭,大阪研究所,食品,商品試験,たんたんプリン,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120824,20120824,,,,好川嘉昭,大阪研究所,食品,商品試験,たんたんプリン,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20121214,20121214,,,,好川嘉昭,大阪研究所,食品,商品試験,ドミニク　バターサブレ,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130125,20130125,,,,好川嘉昭,大阪研究所,食品,商品試験,たんたんプリン,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130211,20130211,,,,好川嘉昭,大阪研究所,食品,商品試験,ドミニク　バターサブレ,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130315,20130315,,,,好川嘉昭,大阪研究所,食品,商品試験,エコセーズ,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130410,20130410,,,,好川嘉昭,大阪研究所,食品,商品試験,ドミニク　バターサブレ,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130610,20130610,,,,好川嘉昭,大阪研究所,食品,商品試験,ドミニク　バターサブレ,課税(5%),,,,2000,100,2100,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120402,20120402,,,,好川嘉昭,大阪研究所,食品,商品試験,うどん（赤・白）,課税(5%),,,,4000,200,4200,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120507,20120507,,,,好川嘉昭,大阪研究所,食品,商品試験,黒川醤油,課税(5%),,,,4000,200,4200,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120507,20120507,,,,好川嘉昭,大阪研究所,食品,商品試験,有機ほうじ茶など,課税(5%),,,,4000,200,4200,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120510,20120510,,,,好川嘉昭,大阪研究所,食品,商品試験,上野太昌園　花咲きハラミと牛モツ煮込,課税(5%),,,,4000,200,4200,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120620,20120620,,,,好川嘉昭,大阪研究所,食品,商品試験,サブレポッシェミックスなど,課税(5%),,,,4000,200,4200,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120829,20120829,,,,好川嘉昭,大阪研究所,食品,商品試験,フランツのショコラプリン、シルクプリン,課税(5%),,,,4000,200,4200,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130204,20130204,,,,好川嘉昭,大阪研究所,食品,商品試験,でかざるとうふ、京手あげ,課税(5%),,,,4000,200,4200,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130315,20130315,,,,好川嘉昭,大阪研究所,食品,商品試験,京手あげ,課税(5%),,,,4000,200,4200,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120316,20120316,,,,好川嘉昭,大阪研究所,食品,商品試験(定期),几帳麺,課税(5%),,,,6000,300,6300,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120316,20120316,,,,好川嘉昭,大阪研究所,食品,商品試験(定期),鮎だし入りめんつゆ,課税(5%),,,,6000,300,6300,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120510,20120510,,,,好川嘉昭,大阪研究所,食品,商品試験,上野太昌園　こだわり牛丼と,課税(5%),,,,6000,300,6300,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120528,20120528,,,,好川嘉昭,大阪研究所,食品,商品試験,秋鮭味噌漬けなど,課税(5%),,,,6000,300,6300,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130620,20130620,,,,好川嘉昭,大阪研究所,食品,商品試験,パウンドケーキ,課税(5%),,,,6000,300,6300,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120501,20120501,,,,好川嘉昭,大阪研究所,食品,商品試験,BCS-３０　フェニックス　コーヒーセット,課税(5%),,,,8000,400,8400,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130201,20130201,,,,好川嘉昭,大阪研究所,食品,商品試験,クッキー,課税(5%),,,,8000,400,8400,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130305,20130305,,,,好川嘉昭,大阪研究所,食品,商品試験,マカロニなど,課税(5%),,,,12000,600,12600,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120320,20120320,,,,好川嘉昭,大阪研究所,食品,商品試験,定温熟成ラー麦ラーメンセット,課税(5%),,,,15000,750,15750,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120801,20120801,,,,好川嘉昭,大阪研究所,食品,商品試験,ドミニク・ドゥーゼ焼菓子詰合せ,課税(5%),,,,16000,800,16800,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20121001,20121001,,,,好川嘉昭,大阪研究所,食品,商品試験,サブレビエノワ,課税(5%),,,,16000,800,16800,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20121001,20121001,,,,好川嘉昭,大阪研究所,食品,商品試験,サブレポッシェミックス,課税(5%),,,,16000,800,16800,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130201,20130201,,,,好川嘉昭,大阪研究所,食品,商品試験,コーヒー,課税(5%),,,,18000,900,18900,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120301,20120301,,,,安井肇,大阪研究所,食品,コンサルティング,３月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120401,20120401,,,,安井肇,大阪研究所,食品,コンサルティング,４月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120501,20120501,,,,安井肇,大阪研究所,食品,コンサルティング,５月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120601,20120601,,,,安井肇,大阪研究所,食品,コンサルティング,６月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120701,20120701,,,,安井肇,大阪研究所,食品,コンサルティング,７月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120801,20120801,,,,安井肇,大阪研究所,食品,コンサルティング,８月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20120901,20120901,,,,安井肇,大阪研究所,食品,コンサルティング,９月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20121001,20121001,,,,安井肇,大阪研究所,食品,コンサルティング,１０月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20121101,20121101,,,,安井肇,大阪研究所,食品,コンサルティング,１１月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20121201,20121201,,,,安井肇,大阪研究所,食品,コンサルティング,１２月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130101,20130101,,,,安井肇,大阪研究所,食品,コンサルティング,１月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130201,20130201,,,,安井肇,大阪研究所,食品,コンサルティング,２月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130301,20130301,,,,安井肇,大阪研究所,食品,コンサルティング,３月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130401,20130401,,,,安井肇,大阪研究所,食品,コンサルティング,４月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130501,20130501,,,,安井肇,大阪研究所,食品,コンサルティング,５月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社みやざき,,株式会社みやざき,,,,,その他,一般外部,20130601,20130601,,,,安井肇,大阪研究所,食品,コンサルティング,６月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社ミューファン,,株式会社ミューファン,,,,,その他,一般外部,20130425,20130425,,,,赤尾基文,大阪研究所,繊維,商品試験,スパッツ　報告書の英訳依頼,課税(5%),,,,3000,150,3150,
,,,株式会社ミューファン,,株式会社ミューファン,,,,,その他,一般外部,20130114,20130114,,,,赤尾基文,大阪研究所,繊維,商品試験,パンティストッキング　・熱遮断性試験,課税(5%),,,,10000,500,10500,
,,,株式会社ミューファン,,株式会社ミューファン,,,,,その他,一般外部,20121025,20121025,,,,赤尾基文,大阪研究所,繊維,商品試験,中綿　　・熱遮断性試験,課税(5%),,,,15000,750,15750,
,,,株式会社ミューファン,,株式会社ミューファン,,,,,その他,一般外部,20130108,20130108,,,,赤尾基文,大阪研究所,繊維,商品試験,パンスト　熱遮断機能(追加試験),課税(5%),,,,20000,1000,21000,
,,,株式会社ミューファン,,株式会社ミューファン,,,,,その他,一般外部,20130328,20130328,,,,赤尾基文,大阪研究所,繊維,商品試験,スリッパ　・熱遮断性試験,課税(5%),,,,20000,1000,21000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120717,20120717,,,,池田響,大阪研究所,食品,商品試験,キーマカレーとたまごのサンド(ブラン)他　６点,課税(5%),,,,10500,525,11025,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120627,20120627,,,,池崎千晶,東京研究所,食品,商品試験,タマゴサンド　細菌検査(３項目）,課税(5%),,,,3500,175,3675,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120629,20120629,,,,池崎千晶,東京研究所,食品,商品試験,クリームチーズベリーサンド　細菌検査(３項目),課税(5%),,,,3500,175,3675,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120821,20120821,,,,清水真理子,東京研究所,食品,商品試験,ツナサンド,課税(5%),,,,3500,175,3675,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120914,20120914,,,,清水真理子,東京研究所,食品,商品試験,トリプルパック・ハムチーズサンド,課税(5%),,,,3500,175,3675,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20121010,20121010,,,,生野優子,東京研究所,食品,商品試験,タマゴサンド　(細菌試験：３項目）,課税(5%),,,,3500,175,3675,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20121010,20121010,,,,生野優子,東京研究所,食品,商品試験,大葉入りてりやきチキン　　〃,課税(5%),,,,3500,175,3675,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130131,20130131,,,,生野優子,東京研究所,食品,商品試験,明太ポテトサンド　(保存試験：３項目),課税(5%),,,,3500,175,3675,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130625,20130625,,,,池崎千晶,東京研究所,食品,商品試験,タマゴサンド　　　　　　　　細菌試験,課税(5%),,,,3500,175,3675,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120807,20120807,,,,清水真理子,東京研究所,食品,商品試験,千切りキャベツ,課税(5%),,,,5500,275,5775,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20121010,20121010,,,,生野優子,東京研究所,食品,商品試験,千切りキャベツ,課税(5%),,,,5500,275,5775,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120503,20120503,,,,池崎千晶,東京研究所,食品,商品試験,サンドイッチ　２種,課税(5%),,,,7000,350,7350,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120525,20120525,,,,池崎千晶,東京研究所,食品,商品試験,クリームチーズペリーサンド　原材料,課税(5%),,,,7000,350,7350,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120830,20120830,,,,池崎千晶,東京研究所,食品,商品試験,おむすび　　　　　　　　　　細菌試験,課税(5%),,,,7000,350,7350,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120717,20120717,,,,池崎千晶,東京研究所,食品,商品試験,千切りキャベツ　　　　細菌試験,課税(5%),,,,8000,400,8400,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120807,20120807,,,,清水真理子,東京研究所,食品,商品試験,ツナサンド、千切りキャベツ　各１,課税(5%),,,,9000,450,9450,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120816,20120816,,,,清水真理子,東京研究所,食品,商品試験,おむすび　３種　　（細菌試験３項目）,課税(5%),,,,10500,525,11025,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120818,20120818,,,,清水真理子,東京研究所,食品,商品試験,トリプルパック　細菌検査３項目,課税(5%),,,,10500,525,11025,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20121120,20121120,,,,清水真理子,東京研究所,食品,商品試験,千切りキャベツ,課税(5%),,,,10500,525,11025,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20121120,20121120,,,,清水真理子,東京研究所,食品,商品試験,レタス,課税(5%),,,,10500,525,11025,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130618,20130618,,,,池崎千晶,東京研究所,食品,商品試験,ポテトのサラダ,課税(5%),,,,10500,525,11025,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120821,20120821,,,,清水真理子,東京研究所,食品,商品試験,千切りキャベツ,課税(5%),,,,11000,550,11550,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120620,20120620,,,,池崎千晶,東京研究所,食品,商品試験,サンドイッチ食材(トンカツ他）,課税(5%),,,,14000,700,14700,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120517,20120517,,,,池崎千晶,東京研究所,食品,商品試験,クリームチーズベリーサンド　原材料,課税(5%),,,,17500,875,18375,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130604,20130604,,,,池崎千晶,東京研究所,食品,商品試験,サラダ　２種,課税(5%),,,,21000,1050,22050,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120711,20120711,,,,池崎千晶,東京研究所,食品,商品試験,小田急百貨店町田店分(食材）,課税(5%),,,,23000,1150,24150,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20121102,20121102,,,,清水真理子,東京研究所,食品,商品試験,三元豚ヒレカツ　他　　,課税(5%),,,,34500,1725,36225,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120711,20120711,,,,池崎千晶,東京研究所,食品,商品試験,小田急百貨店新宿分(食材）,課税(5%),,,,44000,2200,46200,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130225,20130225,,,,石井修吾,東京研究所,食品,コンサルティング,２月分コンサルタント料,課税(5%),,,,50000,2500,52500,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120325,20120325,,,,石井修吾,東京研究所,食品,コンサルティング,３月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120425,20120425,,,,石井修吾,東京研究所,食品,コンサルティング,４月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120525,20120525,,,,石井修吾,東京研究所,食品,コンサルティング,５月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120625,20120625,,,,石井修吾,東京研究所,食品,コンサルティング,６月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120725,20120725,,,,石井修吾,東京研究所,食品,コンサルティング,７月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120825,20120825,,,,石井修吾,東京研究所,食品,コンサルティング,８月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20120925,20120925,,,,石井修吾,東京研究所,食品,コンサルティング,９月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20121025,20121025,,,,石井修吾,東京研究所,食品,コンサルティング,１０月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20121125,20121125,,,,石井修吾,東京研究所,食品,コンサルティング,１１月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20121225,20121225,,,,石井修吾,東京研究所,食品,コンサルティング,１２月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130125,20130125,,,,石井修吾,東京研究所,食品,コンサルティング,１月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130325,20130325,,,,石井修吾,東京研究所,食品,コンサルティング,３月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130425,20130425,,,,石井修吾,東京研究所,食品,コンサルティング,４月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130525,20130525,,,,石井修吾,東京研究所,食品,コンサルティング,５月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130625,20130625,,,,石井修吾,東京研究所,食品,コンサルティング,６月分コンサルタント料,課税(5%),,,,100000,5000,105000,
,,,株式会社メルヘン,,株式会社メルヘン,,,,,その他,一般外部,20130225,20130225,,,,早川雅之,名古屋研究所,食品,コンサルティング,２月分コンサルタント料,課税(5%),,,,50000,2500,52500,
,,,株式会社モーダクレア,,株式会社モーダクレア,,,,,その他,一般外部,20120924,20120924,,,,政川真紀,大阪研究所,雑貨,商品試験,婦人パンプス　バックステー用皮革,課税(5%),,,,4200,210,4410,
,,,株式会社モノクローム,,株式会社モノクローム,,,,,その他,大丸グループ,20120315,20120315,,,,森本律子,大阪研究所,繊維,情報販売,紳士オーダーワイシャツ,課税(5%),,,,7000,350,7350,
,,,株式会社モノクローム,,株式会社モノクローム,,,,,その他,大丸グループ,20120413,20120413,,,,森本律子,大阪研究所,繊維,情報販売,紳士オーダーワイシャツ,課税(5%),,,,9000,450,9450,
,,,株式会社モノクローム,,株式会社モノクローム,,,,,その他,大丸グループ,20130109,20130109,,,,丹羽充代,大阪研究所,繊維,情報販売,紳士オーダーワイシャツ,課税(5%),,,,14800,740,15540,
,,,株式会社モンサンクレール,,株式会社モンサンクレール,,,,,その他,一般外部,20121025,20121025,,,,田中亜紀,東京研究所,食品,商品試験,商品点検,課税(5%),,,,3000,150,3150,
,,,株式会社モンサンクレール,,株式会社モンサンクレール,,,,,その他,一般外部,20130429,20130429,,,,田中亜紀,東京研究所,食品,商品試験,フランス菓子詰合せ　　　適正包装検査,課税(5%),,,,5000,250,5250,
,,,株式会社モンサンクレール,,株式会社モンサンクレール,,,,,その他,一般外部,20121025,20121025,,,,田中亜紀,東京研究所,食品,商品試験,細菌検査,課税(5%),,,,12000,600,12600,
,,,株式会社モンサンクレール,,株式会社モンサンクレール,,,,,その他,一般外部,20120516,20120516,,,,石井睦美,東京研究所,食品,商品試験,モンアナナ他　（保存試験）,課税(5%),,,,115500,5775,121275,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120321,20120321,,,,羽倉恵子,大阪研究所,繊維,商品試験,ひも　　　　　染色堅牢度試験,課税(5%),,,,9300,465,9765,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120323,20120323,,,,羽倉恵子,大阪研究所,繊維,商品試験,紐＊巾着バッグの紐　・染色堅牢度,課税(5%),,,,9300,465,9765,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120308,20120308,,,,羽倉恵子,大阪研究所,繊維,商品試験,バッグ裏地・紐　　　　染色堅牢度試験,課税(5%),,,,10200,510,10710,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120323,20120323,,,,羽倉恵子,大阪研究所,繊維,商品試験,織地＊コートの裏地　　・染色堅牢度,課税(5%),,,,10300,515,10815,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120315,20120315,,,,羽倉恵子,大阪研究所,繊維,商品試験,生地　＊バッグ､ポーチなどの裏地,課税(5%),,,,10700,535,11235,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120308,20120308,,,,羽倉恵子,大阪研究所,繊維,商品試験,帽子用生地　編地・織地　染色堅牢度,課税(5%),,,,11200,560,11760,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120313,20120313,,,,羽倉恵子,大阪研究所,繊維,商品試験,織地　＊帽子の表生地・裏生地,課税(5%),,,,11200,560,11760,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120323,20120323,,,,羽倉恵子,大阪研究所,繊維,商品試験,織地＊アパレル(コート)　　染色堅牢度,課税(5%),,,,11300,565,11865,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120323,20120323,,,,羽倉恵子,大阪研究所,繊維,商品試験,織地＊アパレル(ベスト付きコート)　染色堅牢度,課税(5%),,,,11300,565,11865,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120330,20120330,,,,羽倉恵子,大阪研究所,繊維,商品試験,生地　メガネケース用　染色堅牢度試験,課税(5%),,,,11300,565,11865,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120327,20120327,,,,羽倉恵子,大阪研究所,繊維,商品試験,おじゃみ座布団の側地　染色堅牢度試験,課税(5%),,,,11500,575,12075,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120313,20120313,,,,羽倉恵子,大阪研究所,繊維,商品試験,生地　＊帽子の表生地　・染色堅牢度,課税(5%),,,,12200,610,12810,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120315,20120315,,,,羽倉恵子,大阪研究所,繊維,商品試験,テープ・ブレード　　　染色堅牢度試験,課税(5%),,,,12900,645,13545,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120302,20120302,,,,羽倉恵子,大阪研究所,繊維,商品試験,生地１点　合成皮革１点　　,課税(5%),,,,13200,660,13860,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120321,20120321,,,,羽倉恵子,大阪研究所,繊維,商品試験,テープ　　　　染色堅牢度試験,課税(5%),,,,13600,680,14280,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120321,20120321,,,,羽倉恵子,大阪研究所,繊維,商品試験,生地　　　　　染色堅牢度試験,課税(5%),,,,13600,680,14280,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120301,20120301,,,,松本盛太郎,大阪研究所,繊維,商品試験,編地　アパレル用生地　染色堅牢度試験,課税(5%),,,,15200,760,15960,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120308,20120308,,,,羽倉恵子,大阪研究所,繊維,商品試験,編物　アパレル用生地　・染色堅牢度,課税(5%),,,,15200,760,15960,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120314,20120314,,,,羽倉恵子,大阪研究所,繊維,商品試験,編地　　　　染色堅牢度試験,課税(5%),,,,15200,760,15960,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120321,20120321,,,,羽倉恵子,大阪研究所,繊維,商品試験,編地　　　　　　染色堅牢度試験,課税(5%),,,,15200,760,15960,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120315,20120315,,,,羽倉恵子,大阪研究所,繊維,商品試験,エプロン紐用生地　　　染色堅牢度試験,課税(5%),,,,15600,780,16380,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120330,20120330,,,,羽倉恵子,大阪研究所,繊維,商品試験,生地　レギンス･靴下用　染色堅牢度,課税(5%),,,,18200,910,19110,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120302,20120302,,,,赤尾基文,大阪研究所,繊維,苦情原因究明試験,バッグ　　変色原因調査,課税(5%),,,,20000,1000,21000,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120308,20120308,,,,羽倉恵子,大阪研究所,繊維,商品試験,編物　アパレル用生地　・染色堅牢度,課税(5%),,,,20200,1010,21210,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120308,20120308,,,,羽倉恵子,大阪研究所,繊維,商品試験,編物　アパレル用生地　・染色堅牢度,課税(5%),,,,20200,1010,21210,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120308,20120308,,,,羽倉恵子,大阪研究所,繊維,商品試験,編物　アパレル用生地　・染色堅牢度,課税(5%),,,,20200,1010,21210,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120308,20120308,,,,羽倉恵子,大阪研究所,繊維,商品試験,織物　ブラウス及びスカーフ生地,課税(5%),,,,20200,1010,21210,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120330,20120330,,,,羽倉恵子,大阪研究所,繊維,商品試験,生地　ブラウス用生地　・染色堅牢度,課税(5%),,,,20200,1010,21210,
,,,株式会社モンリーブ,,株式会社モンリーブ,,,,,その他,一般外部,20120330,20120330,,,,羽倉恵子,大阪研究所,繊維,商品試験,編地　チュニック用生地　・染色堅牢度,課税(5%),,,,20200,1010,21210,
